time,open,high,low,close,volume,turnover
2020-03-26 15:00:00,6591.5,6615.5,6562.5,6611.0,185.016,1223140.776
2020-03-26 16:00:00,6611.0,6657.5,6594.0,6634.5,175.766,1166119.527
2020-03-26 17:00:00,6634.5,6675.0,6608.0,6630.5,364.416,2416260.288
2020-03-26 18:00:00,6630.5,6651.5,6626.0,6629.5,98.013,649777.1835
2020-03-26 19:00:00,6629.5,6667.0,6629.5,6656.0,148.357,987464.192
2020-03-26 20:00:00,6656.0,6733.0,6655.0,6719.0,203.907,1370051.133
2020-03-26 21:00:00,6719.0,6749.0,6692.0,6713.5,151.709,1018498.3715
2020-03-26 22:00:00,6713.5,6716.0,6670.5,6699.0,154.315,1033756.185
2020-03-26 23:00:00,6699.0,6760.0,6698.5,6733.5,163.115,1098334.8525
2020-03-27 00:00:00,6733.5,6838.0,6733.5,6808.5,218.237,1485866.6145
2020-03-27 01:00:00,6808.5,6821.5,6757.5,6799.5,177.156,1204572.222
2020-03-27 02:00:00,6799.5,6799.5,6756.5,6789.5,132.445,899235.3275
2020-03-27 03:00:00,6789.5,6799.5,6776.5,6789.5,137.205,931553.3475
2020-03-27 04:00:00,6789.5,6821.5,6732.5,6738.0,220.748,1487400.024
2020-03-27 05:00:00,6738.0,6740.0,6616.5,6653.0,372.592,2478854.576
2020-03-27 06:00:00,6653.0,6693.5,6638.0,6673.5,205.998,1374727.653
2020-03-27 07:00:00,6673.5,6720.0,6673.5,6702.0,230.315,1543571.13
2020-03-27 08:00:00,6702.0,6702.0,6670.0,6674.5,133.197,889023.3765
2020-03-27 09:00:00,6674.5,6685.5,6641.0,6648.0,149.547,994188.456
2020-03-27 10:00:00,6648.0,6672.0,6595.0,6641.0,200.108,1328917.228
2020-03-27 11:00:00,6641.0,6686.5,6615.0,6617.5,188.518,1247517.865
2020-03-27 12:00:00,6617.5,6659.0,6585.0,6631.0,174.331,1155988.861
2020-03-27 13:00:00,6631.0,6643.0,6573.0,6591.5,210.393,1386805.4595
2020-03-27 14:00:00,6591.5,6620.0,6582.0,6613.0,245.215,1621606.795
2020-03-27 15:00:00,6613.0,6651.0,6608.5,6621.0,157.803,1044813.663
2020-03-27 16:00:00,6621.0,6666.0,6591.5,6638.5,253.911,1685588.1735
2020-03-27 17:00:00,6638.5,6652.5,6610.0,6632.0,164.831,1093159.192
2020-03-27 18:00:00,6632.0,6655.0,6625.0,6644.0,115.313,766139.572
2020-03-27 19:00:00,6644.0,6680.0,6638.0,6655.5,177.466,1181124.963
2020-03-27 20:00:00,6655.5,6659.0,6634.5,6654.5,145.932,971104.494
2020-03-27 21:00:00,6654.5,6676.0,6653.5,6670.0,127.9,853093.0
2020-03-27 22:00:00,6670.0,6671.5,6642.5,6665.0,105.305,701857.825
2020-03-27 23:00:00,6665.0,6665.0,6235.0,6354.0,360.881,2293037.874
2020-03-28 00:00:00,6354.0,6354.0,6196.0,6297.0,305.349,1922782.653
2020-03-28 01:00:00,6297.0,6298.5,6252.0,6268.0,158.567,993897.956
2020-03-28 02:00:00,6268.0,6277.5,6240.0,6249.5,139.755,873398.8725
2020-03-28 03:00:00,6249.5,6254.5,6084.5,6118.0,308.037,1884570.366
2020-03-28 04:00:00,6118.0,6193.0,6090.5,6166.5,215.038,1326031.827
2020-03-28 05:00:00,6166.5,6183.0,6138.5,6158.5,188.323,1159787.1955
2020-03-28 06:00:00,6158.5,6167.0,6119.0,6157.0,187.129,1152153.253
2020-03-28 07:00:00,6157.0,6189.0,6157.0,6177.5,181.062,1118510.505
2020-03-28 08:00:00,6177.5,6262.5,6162.0,6250.0,289.31,1808187.5
2020-03-28 09:00:00,6250.0,6279.5,6234.0,6246.5,192.987,1205493.2955
2020-03-28 10:00:00,6246.5,6272.0,6218.0,6249.5,224.983,1406031.2585
2020-03-28 11:00:00,6249.5,6300.0,6221.5,6231.0,236.215,1471855.665
2020-03-28 12:00:00,6231.0,6252.5,6206.5,6228.0,127.961,796941.108
2020-03-28 13:00:00,6228.0,6241.5,6149.0,6217.5,227.803,1416365.1525
2020-03-28 14:00:00,6217.5,6244.0,6212.0,6231.5,124.369,775005.4235
2020-03-28 15:00:00,6231.5,6268.0,6204.5,6208.5,165.691,1028692.5735
2020-03-28 16:00:00,6208.5,6235.5,6193.0,6223.5,135.189,841348.7415
2020-03-28 17:00:00,6223.5,6228.0,6010.0,6010.5,328.952,1977165.996
2020-03-28 18:00:00,6010.5,6220.0,6010.5,6163.5,887.654,5471055.429
2020-03-28 19:00:00,6163.5,6224.5,6163.0,6212.5,279.124,1734057.85
2020-03-28 20:00:00,6212.5,6288.5,6212.0,6233.5,315.405,1966077.0675
2020-03-28 21:00:00,6233.5,6255.5,6172.5,6212.5,194.419,1207828.0375
2020-03-28 22:00:00,6212.5,6241.0,6176.0,6206.5,178.649,1108785.0185
2020-03-28 23:00:00,6206.5,6247.0,6183.5,6230.5,158.988,990574.734
2020-03-29 00:00:00,6230.5,6247.0,6185.5,6201.5,131.994,818560.791
2020-03-29 01:00:00,6201.5,6219.5,6184.0,6208.0,148.606,922546.048
2020-03-29 02:00:00,6208.0,6219.5,6195.0,6196.0,176.188,1091660.848
2020-03-29 03:00:00,6196.0,6204.5,6184.0,6197.0,85.205,528015.385
2020-03-29 04:00:00,6197.0,6202.5,6190.0,6197.5,113.165,701340.0875
2020-03-29 05:00:00,6197.5,6198.0,6140.5,6141.0,144.416,886858.656
2020-03-29 06:00:00,6141.0,6157.0,6129.5,6146.0,239.746,1473478.916
2020-03-29 07:00:00,6146.0,6163.0,6107.5,6146.5,234.559,1441716.8935
2020-03-29 08:00:00,6146.5,6146.5,6084.5,6124.0,190.816,1168557.184
2020-03-29 09:00:00,6124.0,6125.0,6075.0,6080.5,143.994,875555.517
2020-03-29 10:00:00,6080.5,6204.5,6080.5,6177.0,299.943,1852747.911
2020-03-29 11:00:00,6177.0,6183.0,6127.5,6134.5,192.211,1179118.3795
2020-03-29 12:00:00,6134.5,6144.0,6059.5,6115.0,243.883,1491344.545
2020-03-29 13:00:00,6115.0,6130.0,6092.0,6116.0,167.772,1026093.552
2020-03-29 14:00:00,6116.0,6142.0,6105.0,6135.0,196.71,1206815.85
2020-03-29 15:00:00,6135.0,6138.5,6114.0,6123.0,252.319,1544949.237
2020-03-29 16:00:00,6123.0,6153.5,6042.0,6083.0,493.965,3004789.095
2020-03-29 17:00:00,6083.0,6083.5,6047.0,6083.0,140.79,856425.57
2020-03-29 18:00:00,6083.0,6083.5,6060.0,6060.0,76.81,465468.6
2020-03-29 19:00:00,6060.0,6077.0,5873.0,5897.0,702.108,4140330.876
2020-03-29 20:00:00,5897.0,5950.0,5858.0,5936.5,425.54,2526218.21
2020-03-29 21:00:00,5936.5,5937.0,5880.0,5882.0,191.899,1128749.918
2020-03-29 22:00:00,5882.0,5934.0,5863.5,5909.5,165.824,979936.928
2020-03-29 23:00:00,5909.5,5926.5,5873.0,5873.0,188.775,1108675.575
2020-03-30 00:00:00,5873.0,5911.0,5841.5,5893.0,478.187,2817955.991
2020-03-30 01:00:00,5893.0,5936.5,5886.5,5932.0,206.845,1227004.54
2020-03-30 02:00:00,5932.0,6015.5,5931.5,5981.5,302.01,1806472.815
2020-03-30 03:00:00,5981.5,5998.5,5970.5,5996.5,542.802,3254912.193
2020-03-30 04:00:00,5996.5,6034.5,5983.0,6023.5,620.282,3736268.627
2020-03-30 05:00:00,6023.5,6240.0,6023.5,6196.0,1151.109,7132271.364
2020-03-30 06:00:00,6196.0,6242.5,6167.5,6210.0,644.733,4003791.93
2020-03-30 07:00:00,6210.0,6321.5,6208.0,6238.5,928.814,5794406.139
2020-03-30 08:00:00,6238.5,6288.0,6238.5,6270.5,546.382,3426088.331
2020-03-30 09:00:00,6270.5,6278.0,6240.5,6246.5,451.156,2818145.954
2020-03-30 10:00:00,6246.5,6307.0,6245.5,6273.0,576.774,3618103.302
2020-03-30 11:00:00,6273.0,6386.0,6266.5,6358.5,816.437,5191314.6645
2020-03-30 12:00:00,6358.5,6374.5,6285.0,6302.5,742.262,4678106.255
2020-03-30 13:00:00,6302.5,6338.5,6297.5,6302.0,575.246,3625200.292
2020-03-30 14:00:00,6302.0,6333.0,6274.0,6321.5,602.319,3807559.5585
2020-03-30 15:00:00,6321.5,6430.5,6321.5,6336.0,856.061,5424002.496
2020-03-30 16:00:00,6336.0,6384.5,6306.0,6370.5,632.788,4031175.954
2020-03-30 17:00:00,6370.5,6379.5,6329.5,6351.0,585.514,3718599.414
2020-03-30 18:00:00,6351.0,6365.0,6327.5,6362.5,567.596,3611329.55
2020-03-30 19:00:00,6362.5,6399.5,6347.5,6364.5,491.983,3131225.8035
2020-03-30 20:00:00,6364.5,6474.5,6363.0,6452.0,769.392,4964117.184
2020-03-30 21:00:00,6452.0,6545.0,6451.5,6525.5,783.068,5109910.234
2020-03-30 22:00:00,6525.5,6577.5,6448.5,6462.0,657.925,4251511.35
2020-03-30 23:00:00,6462.0,6473.5,6381.5,6389.5,573.932,3667138.514
2020-03-31 00:00:00,6389.5,6463.5,6381.5,6437.0,625.467,4026131.079
2020-03-31 01:00:00,6437.0,6509.5,6437.0,6507.0,552.807,3597115.149
2020-03-31 02:00:00,6507.0,6509.5,6443.0,6444.5,563.721,3632899.9845
2020-03-31 03:00:00,6444.5,6472.5,6408.0,6435.0,731.024,4704139.44
2020-03-31 04:00:00,6435.0,6449.5,6373.0,6391.0,773.471,4943253.161
2020-03-31 05:00:00,6391.0,6430.5,6375.0,6408.5,532.748,3414115.558
2020-03-31 06:00:00,6408.5,6463.0,6384.5,6463.0,570.138,3684801.894
2020-03-31 07:00:00,6463.0,6470.5,6422.0,6437.0,535.814,3449034.718
2020-03-31 08:00:00,6437.0,6497.5,6437.0,6488.0,586.416,3804667.008
2020-03-31 09:00:00,6488.0,6489.5,6417.0,6426.5,546.46,3511825.19
2020-03-31 10:00:00,6426.5,6436.5,6399.5,6422.5,648.327,4163880.1575
2020-03-31 11:00:00,6422.5,6424.0,6339.5,6386.5,676.504,4320492.796
2020-03-31 12:00:00,6386.5,6454.0,6323.5,6437.5,749.75,4826515.625
2020-03-31 13:00:00,6437.5,6477.0,6392.0,6411.5,847.505,5433778.3075
2020-03-31 14:00:00,6411.5,6470.0,6411.5,6444.5,711.516,4585364.862
2020-03-31 15:00:00,6444.5,6494.5,6415.5,6445.0,924.59,5958982.55
2020-03-31 16:00:00,6445.0,6460.5,6410.0,6423.5,630.316,4048834.826
2020-03-31 17:00:00,6423.5,6451.0,6397.5,6445.5,625.047,4028740.4385
2020-03-31 18:00:00,6445.5,6479.5,6440.0,6451.5,714.758,4611261.237
2020-03-31 19:00:00,6451.5,6464.5,6427.5,6454.5,584.087,3769989.5415
2020-03-31 20:00:00,6454.5,6490.0,6443.0,6463.0,733.645,4741547.635
2020-03-31 21:00:00,6463.0,6474.5,6413.0,6436.0,618.905,3983272.58
2020-03-31 22:00:00,6436.0,6439.5,6417.0,6425.5,612.467,3935406.7085
2020-03-31 23:00:00,6425.5,6432.5,6388.5,6405.0,621.857,3982994.085
2020-04-01 00:00:00,6405.0,6417.0,6243.5,6302.5,1012.795,6383140.4875
2020-04-01 01:00:00,6302.5,6317.0,6280.5,6282.0,536.143,3368050.326
2020-04-01 02:00:00,6282.0,6314.0,6282.0,6309.5,423.754,2673675.863
2020-04-01 03:00:00,6309.5,6372.0,6305.5,6360.5,475.996,3027572.558
2020-04-01 04:00:00,6360.5,6365.0,6327.0,6336.5,514.726,3261561.299
2020-04-01 05:00:00,6336.5,6338.5,6283.5,6296.5,567.554,3573603.761
2020-04-01 06:00:00,6296.5,6310.5,6262.0,6289.5,497.894,3131504.313
2020-04-01 07:00:00,6289.5,6326.5,6280.0,6323.0,487.26,3080944.98
2020-04-01 08:00:00,6323.0,6323.0,6275.5,6301.0,482.642,3041127.242
2020-04-01 09:00:00,6301.0,6303.0,6257.0,6291.0,437.253,2750758.623
2020-04-01 10:00:00,6291.0,6308.0,6281.0,6285.5,411.208,2584647.884
2020-04-01 11:00:00,6285.5,6295.5,6265.5,6286.0,501.365,3151580.39
2020-04-01 12:00:00,6286.0,6333.0,6181.5,6214.5,1147.479,7131008.2455
2020-04-01 13:00:00,6214.5,6229.5,6156.5,6197.0,752.577,4663719.669
2020-04-01 14:00:00,6197.0,6250.0,6191.5,6239.5,878.157,5479260.6015
2020-04-01 15:00:00,6239.5,6248.0,6213.5,6223.5,560.72,3489640.92
2020-04-01 16:00:00,6223.5,6223.5,6145.0,6178.0,698.787,4317106.086
2020-04-01 17:00:00,6178.0,6203.5,6160.0,6188.0,603.201,3732607.788
2020-04-01 18:00:00,6188.0,6210.0,6177.5,6178.0,493.361,3047984.258
2020-04-01 19:00:00,6178.0,6204.5,6160.0,6201.0,706.807,4382910.207
2020-04-01 20:00:00,6201.0,6373.5,6189.0,6330.0,1433.332,9072991.56
2020-04-01 21:00:00,6330.0,6395.0,6330.0,6345.0,1065.205,6758725.725
2020-04-01 22:00:00,6345.0,6592.5,6345.0,6511.5,1501.895,9779589.2925
2020-04-01 23:00:00,6511.5,6687.0,6492.5,6642.0,1362.759,9051445.278
2020-04-02 00:00:00,6642.0,6739.5,6570.0,6610.5,1078.251,7127778.2355
2020-04-02 01:00:00,6610.5,6632.0,6543.5,6562.5,621.134,4076191.875
2020-04-02 02:00:00,6562.5,6611.5,6562.5,6590.5,452.819,2984303.6195
2020-04-02 03:00:00,6590.5,6603.5,6575.5,6601.0,496.484,3277290.884
2020-04-02 04:00:00,6601.0,6628.5,6584.5,6591.5,531.623,3504193.0045
2020-04-02 05:00:00,6591.5,6601.0,6560.5,6600.0,662.614,4373252.4
2020-04-02 06:00:00,6600.0,6642.0,6585.5,6632.5,662.934,4396909.755
2020-04-02 07:00:00,6632.5,6673.0,6610.5,6639.5,549.83,3650596.285
2020-04-02 08:00:00,6639.5,6659.0,6601.0,6644.5,543.199,3609285.7555
2020-04-02 09:00:00,6644.5,6650.0,6621.5,6639.0,433.881,2880535.959
2020-04-02 10:00:00,6639.0,6706.5,6612.0,6645.0,656.982,4365645.39
2020-04-02 11:00:00,6645.0,6694.5,6606.5,6676.0,675.868,4512094.768
2020-04-02 12:00:00,6676.0,6725.5,6629.5,6651.5,1042.016,6930969.424
2020-04-02 13:00:00,6651.5,6671.5,6620.5,6640.5,804.216,5340396.348
2020-04-02 14:00:00,6640.5,6812.5,6637.0,6775.5,1687.918,11436488.409
2020-04-02 15:00:00,6775.5,6828.0,6720.5,6796.5,1280.354,8701925.961
2020-04-02 16:00:00,6796.5,6911.0,6782.5,6908.5,1552.213,10723463.5105
2020-04-02 17:00:00,6908.5,7230.5,6908.5,7081.5,9009.751,63802551.7065
2020-04-02 18:00:00,7081.5,7085.0,6729.5,6787.0,4520.872,30683158.264
2020-04-02 19:00:00,6787.0,6863.5,6723.0,6796.5,1274.324,8660943.066
2020-04-02 20:00:00,6796.5,6799.0,6644.0,6738.0,1411.383,9509898.654
2020-04-02 21:00:00,6738.0,6843.0,6711.5,6825.5,1056.962,7214294.131
2020-04-02 22:00:00,6825.5,6859.5,6781.0,6842.5,740.417,5066303.3225
2020-04-02 23:00:00,6842.5,6842.5,6730.0,6796.5,823.645,5597903.2425
2020-04-03 00:00:00,6796.5,6809.5,6732.5,6738.0,630.714,4249750.932
2020-04-03 01:00:00,6738.0,6804.0,6723.5,6798.5,682.632,4640873.652
2020-04-03 02:00:00,6798.5,6825.0,6774.0,6809.0,533.709,3634024.581
2020-04-03 03:00:00,6809.0,6825.0,6771.0,6781.0,410.197,2781545.857
2020-04-03 04:00:00,6781.0,6797.0,6759.5,6778.5,481.658,3264918.753
2020-04-03 05:00:00,6778.5,6786.5,6745.0,6775.0,367.762,2491587.55
2020-04-03 06:00:00,6775.0,6819.0,6763.0,6795.0,367.955,2500254.225
2020-04-03 07:00:00,6795.0,6947.5,6787.0,6934.5,861.526,5974252.047
2020-04-03 08:00:00,6934.5,6980.5,6866.5,6924.0,532.711,3688490.964
2020-04-03 09:00:00,6924.0,6974.0,6891.0,6959.0,500.269,3481371.971
2020-04-03 10:00:00,6959.0,7044.0,6917.5,7010.0,535.9,3756659.0
2020-04-03 11:00:00,7010.0,7032.0,6934.5,7004.0,394.03,2759786.12
2020-04-03 12:00:00,7004.0,7007.0,6856.5,6913.5,821.053,5676349.9155
2020-04-03 13:00:00,6913.5,6937.0,6807.0,6839.5,1197.058,8187278.191
2020-04-03 14:00:00,6839.5,6855.5,6720.0,6787.0,535.719,3635924.853
2020-04-03 15:00:00,6787.0,6823.0,6671.5,6710.0,1017.85,6829773.5
2020-04-03 16:00:00,6710.0,6765.0,6604.5,6755.0,756.664,5111265.32
2020-04-03 17:00:00,6755.0,6794.0,6669.5,6713.0,361.628,2427608.764
2020-04-03 18:00:00,6713.0,6750.0,6674.5,6747.5,228.972,1544988.57
2020-04-03 19:00:00,6747.5,6785.0,6735.5,6766.0,243.143,1645105.538
2020-04-03 20:00:00,6766.0,6810.0,6677.0,6692.5,425.93,2850536.525
2020-04-03 21:00:00,6692.5,6751.5,6666.0,6724.0,386.882,2601394.568
2020-04-03 22:00:00,6724.0,6760.5,6710.5,6760.0,248.097,1677135.72
2020-04-03 23:00:00,6760.0,6775.5,6718.0,6727.5,146.323,984387.9825
2020-04-04 00:00:00,6727.5,6757.5,6712.0,6748.5,247.517,1670368.4745
2020-04-04 01:00:00,6748.5,6801.5,6741.5,6754.5,189.004,1276627.518
2020-04-04 02:00:00,6754.5,6755.0,6676.0,6676.0,215.975,1441849.1
2020-04-04 03:00:00,6676.0,6708.5,6665.0,6695.0,228.062,1526875.09
2020-04-04 04:00:00,6695.0,6727.5,6685.0,6715.0,194.872,1308565.48
2020-04-04 05:00:00,6715.0,6764.5,6708.5,6727.5,113.091,760819.7025
2020-04-04 06:00:00,6727.5,6730.0,6690.5,6726.5,100.683,677244.1995
2020-04-04 07:00:00,6726.5,6734.5,6718.5,6728.0,54.14,364253.92
2020-04-04 08:00:00,6728.0,6775.0,6728.0,6775.0,216.633,1467688.575
2020-04-04 09:00:00,6775.0,6859.5,6741.5,6832.5,437.741,2990865.3825
2020-04-04 10:00:00,6832.5,6887.0,6806.0,6874.0,379.93,2611638.82
2020-04-04 11:00:00,6874.0,6899.0,6646.0,6698.0,3260.675,21840001.15
2020-04-04 12:00:00,6698.0,6725.5,6665.5,6705.0,212.51,1424879.55
2020-04-04 13:00:00,6705.0,6738.0,6688.5,6725.0,133.188,895689.3
2020-04-04 14:00:00,6725.0,6730.0,6702.0,6710.0,77.364,519112.44
2020-04-04 15:00:00,6710.0,6764.5,6706.0,6724.0,133.598,898312.952
2020-04-04 16:00:00,6724.0,6790.0,6720.5,6781.0,206.663,1401381.803
2020-04-04 17:00:00,6781.0,6801.5,6755.0,6774.5,239.13,1619986.185
2020-04-04 18:00:00,6774.5,6799.0,6767.0,6770.5,69.658,471619.489
2020-04-04 19:00:00,6770.5,6780.0,6723.0,6737.5,174.971,1178867.1125
2020-04-04 20:00:00,6737.5,7012.0,6737.5,6821.5,2626.15,17914282.225
2020-04-04 21:00:00,6821.5,6885.0,6821.5,6856.0,295.689,2027243.784
2020-04-04 22:00:00,6856.0,6869.5,6787.5,6849.0,154.116,1055540.484
2020-04-04 23:00:00,6849.0,6865.0,6820.0,6863.5,78.546,539100.471
2020-04-05 00:00:00,6863.5,6889.0,6837.0,6854.0,126.676,868237.304
2020-04-05 01:00:00,6854.0,6874.0,6840.5,6846.0,75.815,519029.49
2020-04-05 02:00:00,6846.0,6847.0,6802.0,6837.5,219.115,1498198.8125
2020-04-05 03:00:00,6837.5,6840.5,6789.0,6795.5,125.937,855804.8835
2020-04-05 04:00:00,6795.5,6795.5,6751.0,6781.5,204.139,1384368.6285
2020-04-05 05:00:00,6781.5,6833.0,6764.0,6791.5,174.129,1182597.1035
2020-04-05 06:00:00,6791.5,6791.5,6743.0,6774.0,139.999,948353.226
2020-04-05 07:00:00,6774.0,6790.0,6756.5,6774.0,87.899,595427.826
2020-04-05 08:00:00,6774.0,6795.5,6756.0,6777.0,96.564,654414.228
2020-04-05 09:00:00,6777.0,6820.0,6763.5,6772.0,168.673,1142253.556
2020-04-05 10:00:00,6772.0,6786.0,6740.0,6756.0,118.097,797863.332
2020-04-05 11:00:00,6756.0,6819.0,6752.5,6776.0,611.487,4143435.912
2020-04-05 12:00:00,6776.0,6793.5,6762.0,6788.5,287.838,1953988.263
2020-04-05 13:00:00,6788.5,6818.5,6779.5,6796.0,449.073,3051900.108
2020-04-05 14:00:00,6796.0,6796.0,6769.0,6778.5,119.553,810390.0105
2020-04-05 15:00:00,6778.5,6800.5,6762.5,6785.5,89.754,609025.767
2020-04-05 16:00:00,6785.5,6791.5,6764.0,6781.5,119.891,813040.8165
2020-04-05 17:00:00,6781.5,6848.0,6680.0,6792.0,2302.328,15637411.776
2020-04-05 18:00:00,6792.0,6814.0,6775.0,6792.0,268.267,1822069.464
2020-04-05 19:00:00,6792.0,6809.5,6783.0,6789.5,91.987,624545.7365
2020-04-05 20:00:00,6789.5,6790.0,6726.5,6752.5,207.386,1400373.965
2020-04-05 21:00:00,6752.5,6790.0,6720.0,6755.5,114.831,775740.8205
2020-04-05 22:00:00,6755.5,6807.0,6755.0,6794.0,3864.803,26257471.582
2020-04-05 23:00:00,6794.0,6802.0,6769.0,6771.0,413.954,2802882.534
2020-04-06 00:00:00,6771.0,6874.5,6762.0,6866.0,546.935,3755255.71
2020-04-06 01:00:00,6866.0,6884.5,6828.0,6840.0,435.997,2982219.48
2020-04-06 02:00:00,6840.0,6845.0,6805.0,6824.0,257.921,1760052.904
2020-04-06 03:00:00,6824.0,6845.0,6824.0,6838.0,314.514,2150646.732
2020-04-06 04:00:00,6838.0,6957.0,6838.0,6935.5,1187.153,8233499.6315
2020-04-06 05:00:00,6935.5,6997.0,6914.5,6986.0,929.265,6491845.29
2020-04-06 06:00:00,6986.0,7095.0,6960.0,7068.5,1074.823,7597386.3755
2020-04-06 07:00:00,7068.5,7098.5,6959.5,7026.0,984.563,6917539.638
2020-04-06 08:00:00,7026.0,7076.0,7014.5,7036.0,567.375,3992050.5
2020-04-06 09:00:00,7036.0,7140.0,7031.5,7100.0,957.987,6801707.7
2020-04-06 10:00:00,7100.0,7140.0,7071.5,7077.0,661.317,4680140.409
2020-04-06 11:00:00,7077.0,7115.0,7067.0,7092.0,398.6,2826871.2
2020-04-06 12:00:00,7092.0,7158.0,7092.0,7128.5,577.967,4120037.7595
2020-04-06 13:00:00,7128.5,7155.0,7039.5,7097.5,801.716,5690179.31
2020-04-06 14:00:00,7097.5,7115.0,7054.5,7096.5,501.623,3559767.6195
2020-04-06 15:00:00,7096.5,7140.0,7084.5,7135.5,541.217,3861853.9035
2020-04-06 16:00:00,7135.5,7178.0,7077.0,7140.0,1019.863,7281821.82
2020-04-06 17:00:00,7140.0,7212.0,7132.5,7201.5,958.844,6905115.066
2020-04-06 18:00:00,7201.5,7246.0,7171.5,7235.5,862.896,6243484.008
2020-04-06 19:00:00,7235.5,7298.0,7219.0,7264.5,1420.283,10317645.8535
2020-04-06 20:00:00,7264.5,7282.0,7190.0,7215.0,833.365,6012728.475
2020-04-06 21:00:00,7215.0,7281.5,7200.5,7281.5,370.608,2698582.152
2020-04-06 22:00:00,7281.5,7282.0,7232.5,7261.0,512.175,3718902.675
2020-04-06 23:00:00,7261.0,7363.0,7236.5,7322.5,870.449,6373862.8025
2020-04-07 00:00:00,7322.5,7448.0,7302.5,7365.5,1359.016,10009832.348
2020-04-07 01:00:00,7365.5,7407.5,7335.0,7340.0,696.882,5115113.88
2020-04-07 02:00:00,7340.0,7369.5,7257.0,7305.0,1077.832,7873562.76
2020-04-07 03:00:00,7305.0,7319.5,7261.0,7319.5,651.271,4766978.0845
2020-04-07 04:00:00,7319.5,7319.5,7224.0,7247.5,745.075,5399931.0625
2020-04-07 05:00:00,7247.5,7292.5,7240.0,7275.5,559.155,4068132.2025
2020-04-07 06:00:00,7275.5,7296.0,7253.0,7295.5,901.836,6579344.538
2020-04-07 07:00:00,7295.5,7379.5,7294.0,7377.0,853.467,6296026.059
2020-04-07 08:00:00,7377.0,7378.5,7313.5,7357.0,723.191,5320516.187
2020-04-07 09:00:00,7357.0,7369.5,7333.0,7364.0,498.251,3669120.364
2020-04-07 10:00:00,7364.0,7436.5,7362.0,7420.0,1139.614,8455935.88
2020-04-07 11:00:00,7420.0,7420.0,7360.5,7384.0,649.326,4794623.184
2020-04-07 12:00:00,7384.0,7458.5,7295.5,7333.0,1417.051,10391234.983
2020-04-07 13:00:00,7333.0,7387.5,7333.0,7345.5,741.085,5443639.8675
2020-04-07 14:00:00,7345.5,7348.5,7254.0,7278.0,879.406,6400316.868
2020-04-07 15:00:00,7278.0,7338.0,7277.0,7314.0,463.417,3389431.938
2020-04-07 16:00:00,7314.0,7379.0,7313.5,7361.5,557.463,4103763.8745
2020-04-07 17:00:00,7361.5,7367.0,7317.0,7346.0,425.307,3124305.222
2020-04-07 18:00:00,7346.0,7349.0,7285.0,7300.5,450.643,3289919.2215
2020-04-07 19:00:00,7300.5,7354.5,7281.0,7281.0,523.025,3808145.025
2020-04-07 20:00:00,7281.0,7288.5,7072.5,7121.0,1383.362,9850920.802
