time,open,high,low,close,tick_volume,spread,real_volume
2025-06-18 14:20:00,8817.7,8826.8,8817.2,8823.9,301,110,0
2025-06-18 14:30:00,8823.8,8826.9,8822.0,8824.4,259,110,0
2025-06-18 14:40:00,8824.6,8835.0,8822.4,8833.7,300,110,0
2025-06-18 14:50:00,8833.6,8839.6,8833.4,8837.8,290,110,0
2025-06-18 15:00:00,8837.5,8842.8,8836.8,8842.3,275,110,0
2025-06-18 15:10:00,8842.2,8844.8,8839.2,8842.0,298,110,0
2025-06-18 15:20:00,8842.0,8845.2,8839.0,8840.6,203,110,0
2025-06-18 15:30:00,8841.5,8846.0,8840.4,8842.1,386,110,0
2025-06-18 15:40:00,8842.0,8842.8,8838.2,8841.8,314,110,0
2025-06-18 15:50:00,8841.7,8844.9,8840.7,8842.7,350,110,0
2025-06-18 16:00:00,8842.8,8848.8,8842.6,8845.4,343,110,0
2025-06-18 16:10:00,8845.4,8847.6,8839.8,8842.8,336,110,0
2025-06-18 16:20:00,8842.8,8845.8,8838.7,8840.0,429,110,0
2025-06-18 16:30:00,8840.1,8846.8,8830.7,8842.9,1290,70,0
2025-06-18 16:40:00,8842.8,8842.8,8831.8,8839.7,837,110,0
2025-06-18 16:50:00,8839.6,8842.6,8835.2,8838.8,693,110,0
2025-06-18 17:00:00,8839.1,8846.2,8836.0,8842.4,1271,110,0
2025-06-18 17:10:00,8842.7,8850.1,8837.8,8846.8,824,90,0
2025-06-18 17:20:00,8846.7,8852.8,8843.1,8852.1,735,110,0
2025-06-18 17:30:00,8852.7,8856.6,8847.7,8852.9,641,110,0
2025-06-18 17:40:00,8853.2,8853.7,8846.7,8850.4,703,110,0
2025-06-18 17:50:00,8850.3,8852.4,8843.0,8845.8,511,110,0
2025-06-18 18:00:00,8845.5,8845.7,8836.0,8841.4,504,110,0
2025-06-18 18:10:00,8841.5,8843.5,8838.3,8841.6,438,110,0
2025-06-18 18:20:00,8841.5,8844.3,8835.9,8844.3,552,110,0
2025-06-18 18:30:00,8844.2,8844.2,8836.4,8842.2,768,110,0
2025-06-18 18:40:00,8842.2,8842.2,8836.6,8840.7,369,110,0
2025-06-18 18:50:00,8840.5,8844.7,8837.4,8839.8,317,110,0
2025-06-18 19:00:00,8839.6,8846.4,8837.5,8845.4,370,110,0
2025-06-18 19:10:00,8845.5,8847.4,8841.7,8842.1,261,110,0
2025-06-18 19:20:00,8842.0,8845.6,8840.7,8841.7,254,110,0
2025-06-18 19:30:00,8841.3,8844.2,8840.6,8844.2,283,110,0
2025-06-18 19:40:00,8844.1,8848.0,8843.1,8845.3,228,110,0
2025-06-18 19:50:00,8845.4,8849.7,8843.8,8844.2,293,110,0
2025-06-18 20:00:00,8843.8,8847.1,8843.1,8845.1,198,110,0
2025-06-18 20:10:00,8845.2,8849.5,8844.5,8849.1,229,110,0
2025-06-18 20:20:00,8849.3,8850.1,8847.1,8848.0,217,110,0
2025-06-18 20:30:00,8848.1,8849.2,8843.1,8848.1,366,110,0
2025-06-18 20:40:00,8848.1,8853.0,8847.7,8850.7,184,110,0
2025-06-18 20:50:00,8850.9,8854.4,8849.4,8852.8,273,110,0
2025-06-18 21:00:00,8852.6,8859.5,8841.2,8848.5,1357,110,0
2025-06-18 21:10:00,8848.4,8854.4,8845.7,8849.4,639,110,0
2025-06-18 21:20:00,8849.1,8854.1,8847.5,8853.3,524,110,0
2025-06-18 21:30:00,8853.2,8858.7,8848.1,8854.8,718,100,0
2025-06-18 21:40:00,8854.9,8862.0,8852.8,8853.9,678,110,0
2025-06-18 21:50:00,8853.9,8854.1,8838.4,8841.6,1157,110,0
2025-06-18 22:00:00,8841.9,8853.2,8838.4,8844.8,1021,100,0
2025-06-18 22:10:00,8845.3,8850.8,8838.2,8846.8,1267,100,0
2025-06-18 22:20:00,8846.5,8851.7,8838.7,8839.2,785,110,0
2025-06-18 22:30:00,8838.9,8849.9,8837.4,8848.3,722,110,0
2025-06-18 22:40:00,8848.4,8853.3,8847.2,8851.9,556,100,0
2025-06-18 22:50:00,8851.8,8855.2,8848.4,8850.9,926,100,0
2025-06-18 23:00:00,8850.2,8854.7,8850.2,8851.7,14,660,0
2025-06-18 23:10:00,8851.7,8853.2,8851.7,8853.2,3,660,0
2025-06-18 23:20:00,8851.7,8851.7,8850.2,8850.2,3,660,0
2025-06-18 23:30:00,8850.2,8850.2,8850.2,8850.2,3,810,0
